Run #,Date,Temp (°C),Humidity (%),TOD,Glider,Arm 1 Stimulus,Arm 2 Stimulus,Did Glider Choose Correctly? Y/N,Time (s),Notes,,
109,2/21/23,24.1,19,3:46 PM,Frankie,None,Red,Y,4.62,,,
110,2/21/23,24.1,19,3:48 PM,Frankie,Red,None,N,9.27,,,
111,2/21/23,24.1,19,3:49 PM,Frankie,Red,None,Y,5.70,,,
112,2/21/23,24.1,19,3:51 PM,Frankie,None,Red,Y,8.43,,,
113,2/21/23,24.1,19,3:52 PM,Frankie,None,Red,Y,2.48,,,
114,2/21/23,24.1,19,3:53 PM,Frankie,Red,None,Y,8.05,,,
115,2/21/23,24.1,19,3:54 PM,Frankie,Red,None,Y,5.36,,,
116,2/21/23,24.1,19,3:56 PM,Frankie,Red,None,Y,11.37,,,
117,2/21/23,24.1,19,3:57 PM,Frankie,None,Red,Y,18.02,,,
118,2/21/23,24.1,19,4:01 PM,Frankie,None,Red,N,2.27,,,
119,2/21/23,24.1,19,4:03 PM,Frankie,None,Red,Y,32.80,,,
120,2/21/23,24.1,19,4:05 PM,Frankie,Red,None,Y,1.26,,,
121,2/21/23,24.1,19,4:13 PM,Tesla,None,Red,Y,9.76,,,
122,2/21/23,24.1,19,4:15 PM,Tesla,Red,None,Y,5.4,,,
123,2/21/23,24.1,19,4:16 PM,Tesla,Red,None,Y,3.4,,,
124,2/21/23,24.1,19,4:17 PM,Tesla,Red,None,Y,1.98,,,
125,2/21/23,24.1,19,4:22 PM,Tesla,None,Red,Y,3.36,,,
126,2/21/23,24.1,19,4:22 PM,Tesla,None,Red,Y,2.83,,,
127,2/21/23,24.1,19,4:23 PM,Tesla,None,Red,Y,4.49,,,
128,2/21/23,24.1,19,4:24 PM,Tesla,Red,None,Y,2.70,,,
129,2/21/23,24.1,19,4:24 PM,Tesla,Red,None,N,7.13,,,
130,2/21/23,24.1,19,4:25 PM,Tesla,None,Red,Y,2.73,,,
131,2/21/23,24.1,19,4:25 PM,Tesla,Red,None,Y,3.36,,,
132,2/21/23,24.1,19,4:26 PM,Tesla,Red,None,Y,4.58,,,
133,2/21/23,24.1,19,4:27 PM,Tesla,Red,None,Y,1.05,,,
134,2/21/23,24.1,19,4:29 PM,Tesla,None,Red,Y,1.23,,,
135,2/21/23,24.1,19,4:31 PM,Tesla,Red,None,Y,39.28,Glider potentially favoring Arm 2,,
136,2/21/23,24.1,19,4:37 PM,Jane,None,Red,N,5.64,,,
137,2/21/23,24.1,19,4:38 PM,Jane,Red,None,N,4.93,,,
138,2/21/23,24.1,19,4:39 PM,Jane-NA,None,Red,NA,NA,Sensor issue,,
139,2/21/23,24.1,19,4:40 PM,Jane,None,Red,Y,11.46,,,
140,2/21/23,24.1,19,4:41 PM,Jane,None,Red,Y,3.12,,,
141,2/21/23,24.1,19,4:42 PM,Jane,Red,None,Y,2.96,,,
142,2/21/23,24.1,19,4:43 PM,Jane,Red,None,N,4.02,,,
143,2/21/23,24.1,19,4:44 PM,Jane,None,Red,Y,3.07,,,
144,2/21/23,24.1,19,4:45 PM,Jane,None,Red,Y,3.30,,,
145,2/21/23,24.1,19,4:46 PM,Jane,Red,None,N,4.69,,,
146,2/21/23,24.1,19,4:46 PM,Jane,None,Red,Y,2.95,,,
147,2/21/23,24.1,19,4:47 PM,Jane,None,Red,Y,5.85,,,
148,2/21/23,24.1,19,4:47 PM,Jane,Red,None,Y,8.27,,,
149,2/21/23,24.1,19,4:47 PM,Jane,Red,None,N,5.09,,,
150,2/21/23,24.1,19,4:48 PM,Jane,None,Red,Y,3.56,,,
151,2/21/2023,24.1,19,4:49 PM,Jane,Red,None,Y,5.20,,,
152,2/22/23,23.6,19,3:42 PM,Tesla,None,Red,N,17.90,,,
153,2/22/23,23.6,19,3:43 PM,Tesla,Red,None,Y,4.31,,,
154,2/22/23,23.6,19,3:44 PM,Tesla,Red,None,Y,4.25,,,
155,2/22/23,23.6,19,3:45 PM,Tesla,None,Red,Y,2.74,,,
156,2/22/23,23.6,19,3:46 PM,Tesla,Red,None,Y,2.20,,,
157,2/22/23,23.6,19,3:47 PM,Tesla,None,Red,Y,2.85,,,
158,2/22/23,23.6,19,3:48 PM,Tesla,Red,None,Y,2.51,,,
159,2/22/23,23.6,19,3:49 PM,Tesla,Red,None,Y,3.66,,,
160,2/22/23,23.6,19,3:49 PM,Tesla,None,Red,Y,3.68,,,
161,2/22/23,23.6,19,3:50 PM,Tesla,None,Red,Y,10.70,Talking in hallway,,
162,2/22/23,23.6,19,3:51 PM,Tesla,Red,None,Y,6.31,,,
163,2/22/23,23.6,19,3:55 PM,Tesla,None,Red,Y,112.09,,,
164,2/22/23,23.6,19,3:59 PM,Tesla,None,Red,N,132.70,,,
165,2/22/23,23.6,19,4:02 PM,Tesla,None,Red,Y,98.53,,,
166,2/22/23,23.6,19,4:03 PM,Tesla,Red,None,Y,14.63,,,
167,2/22/23,23.6,19,4:09 PM,Ros,None,Red,Y,12.27,,,
168,2/22/23,23.6,19,4:11 PM,Ros,None,Red,Y,3.95,,,
169,2/22/23,23.6,19,4:12 PM,Ros,None,Red,Y,7.94,,,
